0.2444 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
17.1509 	EXP 	Created target_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='height', win=Window(...))
17.5446 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
17.9353 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
17.9365 	EXP 	Created probe_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='height', win=Window(...))
18.3281 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
19.1125 	EXP 	Created allDone = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='allDone', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='You are all done. Thank you!', units='height', win=Window(...), wrapWidth=1)
19.1424 	WARNING 	t of last frame was 2914.07ms (=1/0)
19.1424 	EXP 	text_top: autoDraw = True
19.1424 	EXP 	text_bottom: autoDraw = True
19.1424 	EXP 	ccimage: autoDraw = True
19.1635 	WARNING 	t of last frame was 21.11ms (=1/47)
19.9648 	DATA 	Keypress: space
19.9707 	DEBUG 	Read csv file with pandas: Designs/design1.csv
19.9731 	DEBUG 	Clearing unnamed columns from Designs/design1.csv
19.9736 	EXP 	Imported Designs/design1.csv as conditions, 4 conditions, 2 params
19.9738 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
19.9741 	EXP 	New trial (rep=0, index=0): OrderedDict([('Block_type', 'conf_face'), ('instruction_text', 'Press S for same or D for different faces. Press <SPACE> to continue.')])
20.0194 	WARNING 	t of last frame was 58.13ms (=1/17)
20.0194 	EXP 	ccimage: size = [0.42800000000000005, 0.2699]
20.0194 	EXP 	text_top: autoDraw = False
20.0194 	EXP 	text_bottom: autoDraw = False
20.0194 	EXP 	ccimage: autoDraw = False
20.0194 	EXP 	text_3: text = 'Press S for same or D for different faces. Press <SPACE> to continue.'
20.0194 	EXP 	text_3: autoDraw = True
20.0421 	WARNING 	t of last frame was 22.66ms (=1/44)
20.0633 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
20.6478 	DATA 	Keypress: space
21.3121 	EXP 	Created sequence: sequential, trialTypes=1, nReps=24, seed=None
21.3125 	EXP 	New trial (rep=0, index=0): None
21.3212 	DATA 	Keypress: space
21.3281 	EXP 	text_3: autoDraw = False
21.3281 	EXP 	text_4: color = 'orange (named)'
21.3281 	EXP 	target_image: pos = array([0.17295, 0.     ])
21.3281 	EXP 	target_image: size = array([0.17295, 0.17295])
21.3281 	EXP 	target_image: image = 'Stimuli/eimd.png'
21.3281 	EXP 	text_4: autoDraw = True
21.3281 	EXP 	target_image: autoDraw = True
21.5283 	EXP 	text_4: autoDraw = False
21.5283 	EXP 	target_image: autoDraw = False
21.5283 	EXP 	text: color = 'orange (named)'
21.5283 	EXP 	text: autoDraw = True
21.8282 	EXP 	text: autoDraw = False
21.8282 	EXP 	text_5: color = 'orange (named)'
21.8282 	EXP 	probe_image: pos = array([0.17295, 0.     ])
21.8282 	EXP 	probe_image: size = array([0.17295, 0.17295])
21.8282 	EXP 	probe_image: image = 'Stimuli/eimd.png'
21.8282 	EXP 	text_5: autoDraw = True
21.8282 	EXP 	probe_image: autoDraw = True
22.0284 	EXP 	text_5: autoDraw = False
22.0284 	EXP 	probe_image: autoDraw = False
22.0284 	EXP 	text_2: color = 'orange (named)'
22.0284 	EXP 	text_2: autoDraw = True
22.1963 	EXP 	New trial (rep=1, index=0): None
22.2035 	DATA 	Keypress: s
22.2114 	EXP 	text_2: autoDraw = False
22.2114 	EXP 	text_4: color = 'orange (named)'
22.2114 	EXP 	target_image: pos = array([0.17295, 0.     ])
22.2114 	EXP 	target_image: size = array([0.17295, 0.17295])
22.2114 	EXP 	target_image: image = 'Stimuli/edmd.png'
22.2114 	EXP 	text_4: autoDraw = True
22.2114 	EXP 	target_image: autoDraw = True
22.4139 	EXP 	text_4: autoDraw = False
22.4139 	EXP 	target_image: autoDraw = False
22.4139 	EXP 	text_4: autoDraw = False
22.4139 	EXP 	target_image: autoDraw = False
22.4139 	EXP 	text: color = 'orange (named)'
22.4139 	EXP 	text: autoDraw = True
22.7284 	EXP 	text: autoDraw = False
22.7284 	EXP 	text_5: color = 'orange (named)'
22.7284 	EXP 	probe_image: pos = array([0.17295, 0.     ])
22.7284 	EXP 	probe_image: size = array([0.17295, 0.17295])
22.7284 	EXP 	probe_image: image = 'Stimuli/eumu.png'
22.7284 	EXP 	text_5: autoDraw = True
22.7284 	EXP 	probe_image: autoDraw = True
22.8490 	DATA 	Keypress: s
22.9283 	EXP 	text_5: autoDraw = False
22.9283 	EXP 	probe_image: autoDraw = False
22.9283 	EXP 	text_2: color = 'orange (named)'
22.9283 	EXP 	text_2: autoDraw = True
23.7296 	EXP 	New trial (rep=2, index=0): None
23.7380 	DATA 	Keypress: s
23.7446 	EXP 	text_2: autoDraw = False
23.7446 	EXP 	text_4: color = 'orange (named)'
23.7446 	EXP 	target_image: pos = array([0.17295, 0.     ])
23.7446 	EXP 	target_image: size = array([0.17295, 0.17295])
23.7446 	EXP 	target_image: image = 'Stimuli/eomu.png'
23.7446 	EXP 	text_4: autoDraw = True
23.7446 	EXP 	target_image: autoDraw = True
23.9450 	EXP 	text_4: autoDraw = False
23.9450 	EXP 	target_image: autoDraw = False
23.9450 	EXP 	text: color = 'orange (named)'
23.9450 	EXP 	text: autoDraw = True
24.2448 	EXP 	text: autoDraw = False
24.2448 	EXP 	text_5: color = 'orange (named)'
24.2448 	EXP 	probe_image: pos = array([0.17295, 0.     ])
24.2448 	EXP 	probe_image: size = array([0.17295, 0.17295])
24.2448 	EXP 	probe_image: image = 'Stimuli/eimd.png'
24.2448 	EXP 	text_5: autoDraw = True
24.2448 	EXP 	probe_image: autoDraw = True
24.4449 	EXP 	text_5: autoDraw = False
24.4449 	EXP 	probe_image: autoDraw = False
24.4449 	EXP 	text_2: color = 'orange (named)'
24.4449 	EXP 	text_2: autoDraw = True
24.5652 	EXP 	New trial (rep=3, index=0): None
24.5722 	DATA 	Keypress: s
24.5780 	EXP 	text_2: autoDraw = False
24.5780 	EXP 	text_4: color = 'orange (named)'
24.5780 	EXP 	target_image: pos = array([0.17295, 0.     ])
24.5780 	EXP 	target_image: size = array([0.17295, 0.17295])
24.5780 	EXP 	target_image: image = 'Stimuli/eumu.png'
24.5780 	EXP 	text_4: autoDraw = True
24.5780 	EXP 	target_image: autoDraw = True
24.7783 	EXP 	text_4: autoDraw = False
24.7783 	EXP 	target_image: autoDraw = False
24.7783 	EXP 	text_4: autoDraw = False
24.7783 	EXP 	target_image: autoDraw = False
24.7783 	EXP 	text: color = 'orange (named)'
24.7783 	EXP 	text: autoDraw = True
25.0782 	EXP 	text: autoDraw = False
25.0782 	EXP 	text: autoDraw = False
25.0782 	EXP 	text_5: color = 'orange (named)'
25.0782 	EXP 	probe_image: pos = array([0.17295, 0.     ])
25.0782 	EXP 	probe_image: size = array([0.17295, 0.17295])
25.0782 	EXP 	probe_image: image = 'Stimuli/eumu.png'
25.0782 	EXP 	text_5: autoDraw = True
25.0782 	EXP 	probe_image: autoDraw = True
25.2783 	EXP 	text_5: autoDraw = False
25.2783 	EXP 	probe_image: autoDraw = False
25.2783 	EXP 	text_5: autoDraw = False
25.2783 	EXP 	probe_image: autoDraw = False
25.2783 	EXP 	text_2: color = 'orange (named)'
25.2783 	EXP 	text_2: autoDraw = True
25.4315 	EXP 	New trial (rep=4, index=0): None
25.4386 	DATA 	Keypress: s
25.4447 	EXP 	text_2: autoDraw = False
25.4447 	EXP 	text_4: color = 'orange (named)'
25.4447 	EXP 	target_image: pos = array([0.17295, 0.     ])
25.4447 	EXP 	target_image: size = array([0.17295, 0.17295])
25.4447 	EXP 	target_image: image = 'Stimuli/edmd.png'
25.4447 	EXP 	text_4: autoDraw = True
25.4447 	EXP 	target_image: autoDraw = True
25.6448 	EXP 	text_4: autoDraw = False
25.6448 	EXP 	target_image: autoDraw = False
25.6448 	EXP 	text_4: autoDraw = False
25.6448 	EXP 	target_image: autoDraw = False
25.6448 	EXP 	text: color = 'orange (named)'
25.6448 	EXP 	text: autoDraw = True
25.9447 	EXP 	text: autoDraw = False
25.9447 	EXP 	text: autoDraw = False
25.9447 	EXP 	text_5: color = 'orange (named)'
25.9447 	EXP 	probe_image: pos = array([0.17295, 0.     ])
25.9447 	EXP 	probe_image: size = array([0.17295, 0.17295])
25.9447 	EXP 	probe_image: image = 'Stimuli/edmd.png'
25.9447 	EXP 	text_5: autoDraw = True
25.9447 	EXP 	probe_image: autoDraw = True
26.1451 	EXP 	text_5: autoDraw = False
26.1451 	EXP 	probe_image: autoDraw = False
26.1451 	EXP 	text_5: autoDraw = False
26.1451 	EXP 	probe_image: autoDraw = False
26.1451 	EXP 	text_2: color = 'orange (named)'
26.1451 	EXP 	text_2: autoDraw = True
26.2319 	EXP 	New trial (rep=5, index=0): None
26.2395 	DATA 	Keypress: s
26.2444 	EXP 	text_2: autoDraw = False
26.2444 	EXP 	text_4: color = 'orange (named)'
26.2444 	EXP 	target_image: pos = array([0.17295, 0.     ])
26.2444 	EXP 	target_image: size = array([0.17295, 0.17295])
26.2444 	EXP 	target_image: image = 'Stimuli/eomu.png'
26.2444 	EXP 	text_4: autoDraw = True
26.2444 	EXP 	target_image: autoDraw = True
26.4474 	EXP 	text_4: autoDraw = False
26.4474 	EXP 	target_image: autoDraw = False
26.4474 	EXP 	text_4: autoDraw = False
26.4474 	EXP 	target_image: autoDraw = False
26.4474 	EXP 	text: color = 'orange (named)'
26.4474 	EXP 	text: autoDraw = True
26.7616 	EXP 	text: autoDraw = False
26.7616 	EXP 	text_5: color = 'orange (named)'
26.7616 	EXP 	probe_image: pos = array([0.17295, 0.     ])
26.7616 	EXP 	probe_image: size = array([0.17295, 0.17295])
26.7616 	EXP 	probe_image: image = 'Stimuli/edmd.png'
26.7616 	EXP 	text_5: autoDraw = True
26.7616 	EXP 	probe_image: autoDraw = True
26.9642 	EXP 	text_5: autoDraw = False
26.9642 	EXP 	probe_image: autoDraw = False
26.9642 	EXP 	text_2: color = 'orange (named)'
26.9642 	EXP 	text_2: autoDraw = True
27.1313 	EXP 	New trial (rep=6, index=0): None
27.1386 	DATA 	Keypress: s
27.1446 	EXP 	text_2: autoDraw = False
27.1446 	EXP 	text_4: color = 'orange (named)'
27.1446 	EXP 	target_image: pos = array([0.17295, 0.     ])
27.1446 	EXP 	target_image: size = array([0.17295, 0.17295])
27.1446 	EXP 	target_image: image = 'Stimuli/eimd.png'
27.1446 	EXP 	text_4: autoDraw = True
27.1446 	EXP 	target_image: autoDraw = True
27.3450 	EXP 	text_4: autoDraw = False
27.3450 	EXP 	target_image: autoDraw = False
27.3450 	EXP 	text_4: autoDraw = False
27.3450 	EXP 	target_image: autoDraw = False
27.3450 	EXP 	text: color = 'orange (named)'
27.3450 	EXP 	text: autoDraw = True
27.6444 	EXP 	text: autoDraw = False
27.6444 	EXP 	text: autoDraw = False
27.6444 	EXP 	text_5: color = 'orange (named)'
27.6444 	EXP 	probe_image: pos = array([0.17295, 0.     ])
27.6444 	EXP 	probe_image: size = array([0.17295, 0.17295])
27.6444 	EXP 	probe_image: image = 'Stimuli/eumu.png'
27.6444 	EXP 	text_5: autoDraw = True
27.6444 	EXP 	probe_image: autoDraw = True
27.8449 	EXP 	text_5: autoDraw = False
27.8449 	EXP 	probe_image: autoDraw = False
27.8449 	EXP 	text_5: autoDraw = False
27.8449 	EXP 	probe_image: autoDraw = False
27.8449 	EXP 	text_2: color = 'orange (named)'
27.8449 	EXP 	text_2: autoDraw = True
27.9315 	EXP 	New trial (rep=7, index=0): None
27.9393 	DATA 	Keypress: s
27.9445 	EXP 	text_2: autoDraw = False
27.9445 	EXP 	text_4: color = 'pink (named)'
27.9445 	EXP 	target_image: pos = array([0.17295, 0.     ])
27.9445 	EXP 	target_image: size = array([0.17295, 0.17295])
27.9445 	EXP 	target_image: image = 'Stimuli/eomu.png'
27.9445 	EXP 	text_4: autoDraw = True
27.9445 	EXP 	target_image: autoDraw = True
28.1450 	EXP 	text_4: autoDraw = False
28.1450 	EXP 	target_image: autoDraw = False
28.1450 	EXP 	text_4: autoDraw = False
28.1450 	EXP 	target_image: autoDraw = False
28.1450 	EXP 	text: color = 'pink (named)'
28.1450 	EXP 	text: autoDraw = True
28.4450 	EXP 	text: autoDraw = False
28.4450 	EXP 	text: autoDraw = False
28.4450 	EXP 	text_5: color = 'pink (named)'
28.4450 	EXP 	probe_image: pos = array([0.17295, 0.     ])
28.4450 	EXP 	probe_image: size = array([0.17295, 0.17295])
28.4450 	EXP 	probe_image: image = 'Stimuli/eomu.png'
28.4450 	EXP 	text_5: autoDraw = True
28.4450 	EXP 	probe_image: autoDraw = True
28.6451 	EXP 	text_5: autoDraw = False
28.6451 	EXP 	probe_image: autoDraw = False
28.6451 	EXP 	text_5: autoDraw = False
28.6451 	EXP 	probe_image: autoDraw = False
28.6451 	EXP 	text_2: color = 'pink (named)'
28.6451 	EXP 	text_2: autoDraw = True
28.7803 	DATA 	Keypress: space
29.2662 	DATA 	Keypress: escape
29.7104 	EXP 	window1: mouseVisible = True
29.7104 	DEBUG 	Saving data for configural_featural ExperimentHandler
29.7112 	INFO 	saved data to /Users/sophia/Documents/PycharmProjects/Configural_Featural_Study/data/code_configural_featural_2020_Oct_25_1809.psydat
29.7121 	INFO 	saved data to '/Users/sophia/Documents/PycharmProjects/Configural_Featural_Study/data/code_configural_featural_2020_Oct_25_1809.csv'
