0.2398 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.8957 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
10.8971 	EXP 	Created probe_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='probe_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='height', win=Window(...))
11.2952 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
12.0899 	EXP 	Created allDone = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='allDone', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='You are all done. Thank you!', units='height', win=Window(...), wrapWidth=1)
12.1218 	WARNING 	t of last frame was 2946.83ms (=1/0)
12.1218 	EXP 	text_top: autoDraw = True
12.1218 	EXP 	text_bottom: autoDraw = True
12.1218 	EXP 	ccimage: autoDraw = True
12.1436 	WARNING 	t of last frame was 21.77ms (=1/45)
12.8496 	DATA 	Keypress: space
12.8546 	DEBUG 	Read csv file with pandas: Designs/design1.csv
12.8570 	DEBUG 	Clearing unnamed columns from Designs/design1.csv
12.8574 	EXP 	Imported Designs/design1.csv as conditions, 4 conditions, 2 params
12.8577 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
12.8580 	EXP 	New trial (rep=0, index=0): OrderedDict([('Block_type', 'conf_face'), ('instruction_text', 'Press S for same or D for different faces. Press <SPACE> to continue.')])
12.9001 	WARNING 	t of last frame was 58.52ms (=1/17)
12.9001 	EXP 	ccimage: size = [0.42800000000000005, 0.2699]
12.9001 	EXP 	text_top: autoDraw = False
12.9001 	EXP 	text_bottom: autoDraw = False
12.9001 	EXP 	ccimage: autoDraw = False
12.9001 	EXP 	text_3: text = 'Press S for same or D for different faces. Press <SPACE> to continue.'
12.9001 	EXP 	text_3: autoDraw = True
12.9221 	WARNING 	t of last frame was 22.00ms (=1/45)
12.9437 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
14.2917 	EXP 	Created sequence: sequential, trialTypes=1, nReps=48, seed=None
14.2922 	EXP 	New trial (rep=0, index=0): None
14.3046 	DATA 	Keypress: space
14.3084 	EXP 	text_3: autoDraw = False
14.3084 	EXP 	text_4: color = 'pink (named)'
14.3084 	EXP 	target_image: pos = array([0.17295, 0.     ])
14.3084 	EXP 	target_image: size = array([0.17295, 0.17295])
14.3084 	EXP 	target_image: image = 'Stimuli/edmd.png'
14.3084 	EXP 	text_4: autoDraw = True
14.3084 	EXP 	target_image: autoDraw = True
14.5084 	EXP 	text_4: autoDraw = False
14.5084 	EXP 	target_image: autoDraw = False
14.5084 	EXP 	text: color = 'pink (named)'
14.5084 	EXP 	text: autoDraw = True
14.8079 	EXP 	text: autoDraw = False
14.8079 	EXP 	text_5: color = 'pink (named)'
14.8079 	EXP 	probe_image: pos = array([0.17295, 0.     ])
14.8079 	EXP 	probe_image: size = array([0.17295, 0.17295])
14.8079 	EXP 	probe_image: image = 'Stimuli/eomu.png'
14.8079 	EXP 	text_5: autoDraw = True
14.8079 	EXP 	probe_image: autoDraw = True
15.0084 	EXP 	text_5: autoDraw = False
15.0084 	EXP 	probe_image: autoDraw = False
15.0084 	EXP 	text_2: color = 'pink (named)'
15.0084 	EXP 	text_2: autoDraw = True
15.9282 	EXP 	New trial (rep=1, index=0): None
15.9344 	DATA 	Keypress: d
15.9416 	EXP 	text_2: autoDraw = False
15.9416 	EXP 	text_4: color = 'pink (named)'
15.9416 	EXP 	target_image: pos = array([-0.17295,  0.     ])
15.9416 	EXP 	target_image: size = array([0.17295, 0.17295])
15.9416 	EXP 	target_image: image = 'Stimuli/eomu.png'
15.9416 	EXP 	text_4: autoDraw = True
15.9416 	EXP 	target_image: autoDraw = True
16.1417 	EXP 	text_4: autoDraw = False
16.1417 	EXP 	target_image: autoDraw = False
16.1417 	EXP 	text_4: autoDraw = False
16.1417 	EXP 	target_image: autoDraw = False
16.1417 	EXP 	text: color = 'pink (named)'
16.1417 	EXP 	text: autoDraw = True
16.4416 	EXP 	text: autoDraw = False
16.4416 	EXP 	text: autoDraw = False
16.4416 	EXP 	text_5: color = 'pink (named)'
16.4416 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
16.4416 	EXP 	probe_image: size = array([0.17295, 0.17295])
16.4416 	EXP 	probe_image: image = 'Stimuli/edmd.png'
16.4416 	EXP 	text_5: autoDraw = True
16.4416 	EXP 	probe_image: autoDraw = True
16.6418 	EXP 	text_5: autoDraw = False
16.6418 	EXP 	probe_image: autoDraw = False
16.6418 	EXP 	text_5: autoDraw = False
16.6418 	EXP 	probe_image: autoDraw = False
16.6418 	EXP 	text_2: color = 'pink (named)'
16.6418 	EXP 	text_2: autoDraw = True
17.0296 	EXP 	New trial (rep=2, index=0): None
17.0368 	DATA 	Keypress: s
17.0413 	EXP 	text_2: autoDraw = False
17.0413 	EXP 	text_4: color = 'pink (named)'
17.0413 	EXP 	target_image: pos = array([-0.17295,  0.     ])
17.0413 	EXP 	target_image: size = array([0.17295, 0.17295])
17.0413 	EXP 	target_image: image = 'Stimuli/edmd.png'
17.0413 	EXP 	text_4: autoDraw = True
17.0413 	EXP 	target_image: autoDraw = True
17.2419 	EXP 	text_4: autoDraw = False
17.2419 	EXP 	target_image: autoDraw = False
17.2419 	EXP 	text_4: autoDraw = False
17.2419 	EXP 	target_image: autoDraw = False
17.2419 	EXP 	text: color = 'pink (named)'
17.2419 	EXP 	text: autoDraw = True
17.5416 	EXP 	text: autoDraw = False
17.5416 	EXP 	text: autoDraw = False
17.5416 	EXP 	text_5: color = 'pink (named)'
17.5416 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
17.5416 	EXP 	probe_image: size = array([0.17295, 0.17295])
17.5416 	EXP 	probe_image: image = 'Stimuli/edmd.png'
17.5416 	EXP 	text_5: autoDraw = True
17.5416 	EXP 	probe_image: autoDraw = True
17.7417 	EXP 	text_5: autoDraw = False
17.7417 	EXP 	probe_image: autoDraw = False
17.7417 	EXP 	text_5: autoDraw = False
17.7417 	EXP 	probe_image: autoDraw = False
17.7417 	EXP 	text_2: color = 'pink (named)'
17.7417 	EXP 	text_2: autoDraw = True
18.0105 	EXP 	New trial (rep=3, index=0): None
18.0175 	DATA 	Keypress: s
18.0248 	EXP 	text_2: autoDraw = False
18.0248 	EXP 	text_4: color = 'pink (named)'
18.0248 	EXP 	target_image: pos = array([0.17295, 0.     ])
18.0248 	EXP 	target_image: size = array([0.17295, 0.17295])
18.0248 	EXP 	target_image: image = 'Stimuli/eimd.png'
18.0248 	EXP 	text_4: autoDraw = True
18.0248 	EXP 	target_image: autoDraw = True
18.2276 	EXP 	text_4: autoDraw = False
18.2276 	EXP 	target_image: autoDraw = False
18.2276 	EXP 	text_4: autoDraw = False
18.2276 	EXP 	target_image: autoDraw = False
18.2276 	EXP 	text: color = 'pink (named)'
18.2276 	EXP 	text: autoDraw = True
18.5415 	EXP 	text: autoDraw = False
18.5415 	EXP 	text_5: color = 'pink (named)'
18.5415 	EXP 	probe_image: pos = array([0.17295, 0.     ])
18.5415 	EXP 	probe_image: size = array([0.17295, 0.17295])
18.5415 	EXP 	probe_image: image = 'Stimuli/edmd.png'
18.5415 	EXP 	text_5: autoDraw = True
18.5415 	EXP 	probe_image: autoDraw = True
18.7416 	EXP 	text_5: autoDraw = False
18.7416 	EXP 	probe_image: autoDraw = False
18.7416 	EXP 	text_2: color = 'pink (named)'
18.7416 	EXP 	text_2: autoDraw = True
19.1296 	EXP 	New trial (rep=4, index=0): None
19.1393 	DATA 	Keypress: d
19.1600 	EXP 	text_2: autoDraw = False
19.1600 	EXP 	text_4: color = 'pink (named)'
19.1600 	EXP 	target_image: pos = array([-0.17295,  0.     ])
19.1600 	EXP 	target_image: size = array([0.17295, 0.17295])
19.1600 	EXP 	target_image: image = 'Stimuli/eumu.png'
19.1600 	EXP 	text_4: autoDraw = True
19.1600 	EXP 	target_image: autoDraw = True
19.3576 	EXP 	text_4: autoDraw = False
19.3576 	EXP 	target_image: autoDraw = False
19.3576 	EXP 	text: color = 'pink (named)'
19.3576 	EXP 	text: autoDraw = True
19.6576 	EXP 	text: autoDraw = False
19.6576 	EXP 	text_5: color = 'pink (named)'
19.6576 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
19.6576 	EXP 	probe_image: size = array([0.17295, 0.17295])
19.6576 	EXP 	probe_image: image = 'Stimuli/eumu.png'
19.6576 	EXP 	text_5: autoDraw = True
19.6576 	EXP 	probe_image: autoDraw = True
19.8582 	EXP 	text_5: autoDraw = False
19.8582 	EXP 	probe_image: autoDraw = False
19.8582 	EXP 	text_2: color = 'pink (named)'
19.8582 	EXP 	text_2: autoDraw = True
20.2773 	EXP 	New trial (rep=5, index=0): None
20.2846 	DATA 	Keypress: s
20.2910 	EXP 	text_2: autoDraw = False
20.2910 	EXP 	text_4: color = 'pink (named)'
20.2910 	EXP 	target_image: pos = array([-0.17295,  0.     ])
20.2910 	EXP 	target_image: size = array([0.17295, 0.17295])
20.2910 	EXP 	target_image: image = 'Stimuli/eimd.png'
20.2910 	EXP 	text_4: autoDraw = True
20.2910 	EXP 	target_image: autoDraw = True
20.4940 	EXP 	text_4: autoDraw = False
20.4940 	EXP 	target_image: autoDraw = False
20.4940 	EXP 	text_4: autoDraw = False
20.4940 	EXP 	target_image: autoDraw = False
20.4940 	EXP 	text: color = 'pink (named)'
20.4940 	EXP 	text: autoDraw = True
20.8077 	EXP 	text: autoDraw = False
20.8077 	EXP 	text_5: color = 'pink (named)'
20.8077 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
20.8077 	EXP 	probe_image: size = array([0.17295, 0.17295])
20.8077 	EXP 	probe_image: image = 'Stimuli/eimd.png'
20.8077 	EXP 	text_5: autoDraw = True
20.8077 	EXP 	probe_image: autoDraw = True
21.0082 	EXP 	text_5: autoDraw = False
21.0082 	EXP 	probe_image: autoDraw = False
21.0082 	EXP 	text_2: color = 'pink (named)'
21.0082 	EXP 	text_2: autoDraw = True
21.2763 	EXP 	New trial (rep=6, index=0): None
21.2828 	DATA 	Keypress: s
21.2910 	EXP 	text_2: autoDraw = False
21.2910 	EXP 	text_4: color = 'pink (named)'
21.2910 	EXP 	target_image: pos = array([0.17295, 0.     ])
21.2910 	EXP 	target_image: size = array([0.17295, 0.17295])
21.2910 	EXP 	target_image: image = 'Stimuli/eomu.png'
21.2910 	EXP 	text_4: autoDraw = True
21.2910 	EXP 	target_image: autoDraw = True
21.4917 	EXP 	text_4: autoDraw = False
21.4917 	EXP 	target_image: autoDraw = False
21.4917 	EXP 	text: color = 'pink (named)'
21.4917 	EXP 	text: autoDraw = True
21.7914 	EXP 	text: autoDraw = False
21.7914 	EXP 	text: autoDraw = False
21.7914 	EXP 	text_5: color = 'pink (named)'
21.7914 	EXP 	probe_image: pos = array([0.17295, 0.     ])
21.7914 	EXP 	probe_image: size = array([0.17295, 0.17295])
21.7914 	EXP 	probe_image: image = 'Stimuli/eomu.png'
21.7914 	EXP 	text_5: autoDraw = True
21.7914 	EXP 	probe_image: autoDraw = True
21.9916 	EXP 	text_5: autoDraw = False
21.9916 	EXP 	probe_image: autoDraw = False
21.9916 	EXP 	text_2: color = 'pink (named)'
21.9916 	EXP 	text_2: autoDraw = True
22.3620 	EXP 	New trial (rep=7, index=0): None
22.3700 	DATA 	Keypress: s
22.3744 	EXP 	text_2: autoDraw = False
22.3744 	EXP 	text_4: color = 'pink (named)'
22.3744 	EXP 	target_image: pos = array([-0.17295,  0.     ])
22.3744 	EXP 	target_image: size = array([0.17295, 0.17295])
22.3744 	EXP 	target_image: image = 'Stimuli/eomu.png'
22.3744 	EXP 	text_4: autoDraw = True
22.3744 	EXP 	target_image: autoDraw = True
22.5749 	EXP 	text_4: autoDraw = False
22.5749 	EXP 	target_image: autoDraw = False
22.5749 	EXP 	text_4: autoDraw = False
22.5749 	EXP 	target_image: autoDraw = False
22.5749 	EXP 	text: color = 'pink (named)'
22.5749 	EXP 	text: autoDraw = True
22.8749 	EXP 	text: autoDraw = False
22.8749 	EXP 	text: autoDraw = False
22.8749 	EXP 	text_5: color = 'pink (named)'
22.8749 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
22.8749 	EXP 	probe_image: size = array([0.17295, 0.17295])
22.8749 	EXP 	probe_image: image = 'Stimuli/eomu.png'
22.8749 	EXP 	text_5: autoDraw = True
22.8749 	EXP 	probe_image: autoDraw = True
23.0752 	EXP 	text_5: autoDraw = False
23.0752 	EXP 	probe_image: autoDraw = False
23.0752 	EXP 	text_5: autoDraw = False
23.0752 	EXP 	probe_image: autoDraw = False
23.0752 	EXP 	text_2: color = 'pink (named)'
23.0752 	EXP 	text_2: autoDraw = True
23.5131 	EXP 	New trial (rep=8, index=0): None
23.5203 	DATA 	Keypress: s
23.5247 	EXP 	text_2: autoDraw = False
23.5247 	EXP 	text_4: color = 'pink (named)'
23.5247 	EXP 	target_image: pos = array([0.17295, 0.     ])
23.5247 	EXP 	target_image: size = array([0.17295, 0.17295])
23.5247 	EXP 	target_image: image = 'Stimuli/eimd.png'
23.5247 	EXP 	text_4: autoDraw = True
23.5247 	EXP 	target_image: autoDraw = True
23.7252 	EXP 	text_4: autoDraw = False
23.7252 	EXP 	target_image: autoDraw = False
23.7252 	EXP 	text_4: autoDraw = False
23.7252 	EXP 	target_image: autoDraw = False
23.7252 	EXP 	text: color = 'pink (named)'
23.7252 	EXP 	text: autoDraw = True
24.0253 	EXP 	text: autoDraw = False
24.0253 	EXP 	text: autoDraw = False
24.0253 	EXP 	text_5: color = 'pink (named)'
24.0253 	EXP 	probe_image: pos = array([0.17295, 0.     ])
24.0253 	EXP 	probe_image: size = array([0.17295, 0.17295])
24.0253 	EXP 	probe_image: image = 'Stimuli/eimd.png'
24.0253 	EXP 	text_5: autoDraw = True
24.0253 	EXP 	probe_image: autoDraw = True
24.2276 	EXP 	text_5: autoDraw = False
24.2276 	EXP 	probe_image: autoDraw = False
24.2276 	EXP 	text_5: autoDraw = False
24.2276 	EXP 	probe_image: autoDraw = False
24.2276 	EXP 	text_2: color = 'pink (named)'
24.2276 	EXP 	text_2: autoDraw = True
24.5137 	EXP 	New trial (rep=9, index=0): None
24.5212 	DATA 	Keypress: s
24.5437 	EXP 	text_2: autoDraw = False
24.5437 	EXP 	text_4: color = 'pink (named)'
24.5437 	EXP 	target_image: pos = array([-0.17295,  0.     ])
24.5437 	EXP 	target_image: size = array([0.17295, 0.17295])
24.5437 	EXP 	target_image: image = 'Stimuli/eimd.png'
24.5437 	EXP 	text_4: autoDraw = True
24.5437 	EXP 	target_image: autoDraw = True
24.7416 	EXP 	text_4: autoDraw = False
24.7416 	EXP 	target_image: autoDraw = False
24.7416 	EXP 	text: color = 'pink (named)'
24.7416 	EXP 	text: autoDraw = True
25.0417 	EXP 	text: autoDraw = False
25.0417 	EXP 	text_5: color = 'pink (named)'
25.0417 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
25.0417 	EXP 	probe_image: size = array([0.17295, 0.17295])
25.0417 	EXP 	probe_image: image = 'Stimuli/eumu.png'
25.0417 	EXP 	text_5: autoDraw = True
25.0417 	EXP 	probe_image: autoDraw = True
25.2416 	EXP 	text_5: autoDraw = False
25.2416 	EXP 	probe_image: autoDraw = False
25.2416 	EXP 	text_2: color = 'pink (named)'
25.2416 	EXP 	text_2: autoDraw = True
25.5607 	EXP 	New trial (rep=10, index=0): None
25.5684 	DATA 	Keypress: s
25.5749 	EXP 	text_2: autoDraw = False
25.5749 	EXP 	text_4: color = 'pink (named)'
25.5749 	EXP 	target_image: pos = array([-0.17295,  0.     ])
25.5749 	EXP 	target_image: size = array([0.17295, 0.17295])
25.5749 	EXP 	target_image: image = 'Stimuli/eumu.png'
25.5749 	EXP 	text_4: autoDraw = True
25.5749 	EXP 	target_image: autoDraw = True
25.7752 	EXP 	text_4: autoDraw = False
25.7752 	EXP 	target_image: autoDraw = False
25.7752 	EXP 	text: color = 'pink (named)'
25.7752 	EXP 	text: autoDraw = True
26.0749 	EXP 	text: autoDraw = False
26.0749 	EXP 	text: autoDraw = False
26.0749 	EXP 	text_5: color = 'pink (named)'
26.0749 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
26.0749 	EXP 	probe_image: size = array([0.17295, 0.17295])
26.0749 	EXP 	probe_image: image = 'Stimuli/eimd.png'
26.0749 	EXP 	text_5: autoDraw = True
26.0749 	EXP 	probe_image: autoDraw = True
26.2776 	EXP 	text_5: autoDraw = False
26.2776 	EXP 	probe_image: autoDraw = False
26.2776 	EXP 	text_5: autoDraw = False
26.2776 	EXP 	probe_image: autoDraw = False
26.2776 	EXP 	text_2: color = 'pink (named)'
26.2776 	EXP 	text_2: autoDraw = True
26.6611 	EXP 	New trial (rep=11, index=0): None
26.6690 	DATA 	Keypress: d
26.6749 	EXP 	text_2: autoDraw = False
26.6749 	EXP 	text_4: color = 'pink (named)'
26.6749 	EXP 	target_image: pos = array([0.17295, 0.     ])
26.6749 	EXP 	target_image: size = array([0.17295, 0.17295])
26.6749 	EXP 	target_image: image = 'Stimuli/edmd.png'
26.6749 	EXP 	text_4: autoDraw = True
26.6749 	EXP 	target_image: autoDraw = True
26.8751 	EXP 	text_4: autoDraw = False
26.8751 	EXP 	target_image: autoDraw = False
26.8751 	EXP 	text_4: autoDraw = False
26.8751 	EXP 	target_image: autoDraw = False
26.8751 	EXP 	text: color = 'pink (named)'
26.8751 	EXP 	text: autoDraw = True
27.1750 	EXP 	text: autoDraw = False
27.1750 	EXP 	text: autoDraw = False
27.1750 	EXP 	text_5: color = 'pink (named)'
27.1750 	EXP 	probe_image: pos = array([0.17295, 0.     ])
27.1750 	EXP 	probe_image: size = array([0.17295, 0.17295])
27.1750 	EXP 	probe_image: image = 'Stimuli/eumu.png'
27.1750 	EXP 	text_5: autoDraw = True
27.1750 	EXP 	probe_image: autoDraw = True
27.3778 	EXP 	text_5: autoDraw = False
27.3778 	EXP 	probe_image: autoDraw = False
27.3778 	EXP 	text_5: autoDraw = False
27.3778 	EXP 	probe_image: autoDraw = False
27.3778 	EXP 	text_2: color = 'pink (named)'
27.3778 	EXP 	text_2: autoDraw = True
27.7273 	EXP 	New trial (rep=12, index=0): None
27.7346 	DATA 	Keypress: s
27.7417 	EXP 	text_2: autoDraw = False
27.7417 	EXP 	text_4: color = 'pink (named)'
27.7417 	EXP 	target_image: pos = array([-0.17295,  0.     ])
27.7417 	EXP 	target_image: size = array([0.17295, 0.17295])
27.7417 	EXP 	target_image: image = 'Stimuli/eomu.png'
27.7417 	EXP 	text_4: autoDraw = True
27.7417 	EXP 	target_image: autoDraw = True
27.9443 	EXP 	text_4: autoDraw = False
27.9443 	EXP 	target_image: autoDraw = False
27.9443 	EXP 	text_4: autoDraw = False
27.9443 	EXP 	target_image: autoDraw = False
27.9443 	EXP 	text: color = 'pink (named)'
27.9443 	EXP 	text: autoDraw = True
28.2586 	EXP 	text: autoDraw = False
28.2586 	EXP 	text_5: color = 'pink (named)'
28.2586 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
28.2586 	EXP 	probe_image: size = array([0.17295, 0.17295])
28.2586 	EXP 	probe_image: image = 'Stimuli/eumu.png'
28.2586 	EXP 	text_5: autoDraw = True
28.2586 	EXP 	probe_image: autoDraw = True
28.4587 	EXP 	text_5: autoDraw = False
28.4587 	EXP 	probe_image: autoDraw = False
28.4587 	EXP 	text_2: color = 'pink (named)'
28.4587 	EXP 	text_2: autoDraw = True
28.8136 	EXP 	New trial (rep=13, index=0): None
28.8207 	DATA 	Keypress: s
28.8249 	EXP 	text_2: autoDraw = False
28.8249 	EXP 	text_4: color = 'pink (named)'
28.8249 	EXP 	target_image: pos = array([-0.17295,  0.     ])
28.8249 	EXP 	target_image: size = array([0.17295, 0.17295])
28.8249 	EXP 	target_image: image = 'Stimuli/eomu.png'
28.8249 	EXP 	text_4: autoDraw = True
28.8249 	EXP 	target_image: autoDraw = True
29.0252 	EXP 	text_4: autoDraw = False
29.0252 	EXP 	target_image: autoDraw = False
29.0252 	EXP 	text_4: autoDraw = False
29.0252 	EXP 	target_image: autoDraw = False
29.0252 	EXP 	text: color = 'pink (named)'
29.0252 	EXP 	text: autoDraw = True
29.3251 	EXP 	text: autoDraw = False
29.3251 	EXP 	text: autoDraw = False
29.3251 	EXP 	text_5: color = 'pink (named)'
29.3251 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
29.3251 	EXP 	probe_image: size = array([0.17295, 0.17295])
29.3251 	EXP 	probe_image: image = 'Stimuli/eomu.png'
29.3251 	EXP 	text_5: autoDraw = True
29.3251 	EXP 	probe_image: autoDraw = True
29.5253 	EXP 	text_5: autoDraw = False
29.5253 	EXP 	probe_image: autoDraw = False
29.5253 	EXP 	text_5: autoDraw = False
29.5253 	EXP 	probe_image: autoDraw = False
29.5253 	EXP 	text_2: color = 'pink (named)'
29.5253 	EXP 	text_2: autoDraw = True
29.8296 	EXP 	New trial (rep=14, index=0): None
29.8366 	DATA 	Keypress: s
29.8412 	EXP 	text_2: autoDraw = False
29.8412 	EXP 	text_4: color = 'pink (named)'
29.8412 	EXP 	target_image: pos = array([-0.17295,  0.     ])
29.8412 	EXP 	target_image: size = array([0.17295, 0.17295])
