0.2619 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
17.7654 	EXP 	Created allDone = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='allDone', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='You are all done. Thank you!', units='height', win=Window(...), wrapWidth=1)
17.8015 	WARNING 	t of last frame was 4091.39ms (=1/0)
17.8015 	EXP 	text_top: autoDraw = True
17.8015 	EXP 	text_bottom: autoDraw = True
17.8015 	EXP 	ccimage: autoDraw = True
17.8241 	WARNING 	t of last frame was 22.57ms (=1/44)
17.8450 	WARNING 	t of last frame was 20.93ms (=1/47)
19.1631 	DATA 	Keypress: space
19.1706 	DEBUG 	Read csv file with pandas: Designs/design1.csv
19.1738 	DEBUG 	Clearing unnamed columns from Designs/design1.csv
19.1742 	EXP 	Imported Designs/design1.csv as conditions, 4 conditions, 2 params
19.1745 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
19.1748 	EXP 	New trial (rep=0, index=0): OrderedDict([('Block_type', 'conf_face'), ('instruction_text', 'Designs/instructions_face_1234.png')])
19.2241 	WARNING 	t of last frame was 64.40ms (=1/15)
19.2241 	EXP 	ccimage: size = [0.42800000000000005, 0.2699]
19.2241 	EXP 	text_top: autoDraw = False
19.2241 	EXP 	text_bottom: autoDraw = False
19.2241 	EXP 	ccimage: autoDraw = False
19.2241 	EXP 	instructions_image: image = 'Designs/instructions_face_5678.png'
19.2241 	EXP 	instructions_image: autoDraw = True
19.2451 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
20.6940 	EXP 	Created sequence: sequential, trialTypes=1, nReps=24, seed=None
20.6945 	EXP 	New trial (rep=0, index=0): None
20.7102 	DATA 	Keypress: space
20.7284 	EXP 	instructions_image: autoDraw = False
20.7284 	EXP 	text_4: color = 'pink (named)'
20.7284 	EXP 	target_image: pos = array([-0.17295,  0.     ])
20.7284 	EXP 	target_image: size = array([0.17295, 0.17295])
20.7284 	EXP 	target_image: image = 'Stimuli/eomu.png'
20.7284 	EXP 	text_4: autoDraw = True
20.7284 	EXP 	target_image: autoDraw = True
20.9267 	EXP 	text_4: autoDraw = False
20.9267 	EXP 	target_image: autoDraw = False
20.9267 	EXP 	text: color = 'pink (named)'
20.9267 	EXP 	text: autoDraw = True
21.2451 	EXP 	text: autoDraw = False
21.2451 	EXP 	text_5: color = 'pink (named)'
21.2451 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
21.2451 	EXP 	probe_image: size = array([0.17295, 0.17295])
21.2451 	EXP 	probe_image: image = 'Stimuli/edmd.png'
21.2451 	EXP 	text_5: autoDraw = True
21.2451 	EXP 	probe_image: autoDraw = True
21.4268 	EXP 	text_5: autoDraw = False
21.4268 	EXP 	probe_image: autoDraw = False
21.4268 	EXP 	text_2: color = 'pink (named)'
21.4268 	EXP 	text_2: autoDraw = True
22.5791 	DATA 	Keypress: s
23.5949 	EXP 	New trial (rep=1, index=0): None
23.6018 	DATA 	Keypress: f
23.6099 	EXP 	text_2: autoDraw = False
23.6099 	EXP 	text_4: color = 'pink (named)'
23.6099 	EXP 	target_image: pos = array([-0.17295,  0.     ])
23.6099 	EXP 	target_image: size = array([0.17295, 0.17295])
23.6099 	EXP 	target_image: image = 'Stimuli/eomu.png'
23.6099 	EXP 	text_4: autoDraw = True
23.6099 	EXP 	target_image: autoDraw = True
23.8101 	EXP 	text_4: autoDraw = False
23.8101 	EXP 	target_image: autoDraw = False
23.8101 	EXP 	text_4: autoDraw = False
23.8101 	EXP 	target_image: autoDraw = False
23.8101 	EXP 	text: color = 'pink (named)'
23.8101 	EXP 	text: autoDraw = True
24.1101 	EXP 	text: autoDraw = False
24.1101 	EXP 	text: autoDraw = False
24.1101 	EXP 	text_5: color = 'pink (named)'
24.1101 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
24.1101 	EXP 	probe_image: size = array([0.17295, 0.17295])
24.1101 	EXP 	probe_image: image = 'Stimuli/eomu.png'
24.1101 	EXP 	text_5: autoDraw = True
24.1101 	EXP 	probe_image: autoDraw = True
24.3102 	EXP 	text_5: autoDraw = False
24.3102 	EXP 	probe_image: autoDraw = False
24.3102 	EXP 	text_2: color = 'pink (named)'
24.3102 	EXP 	text_2: autoDraw = True
24.6278 	EXP 	New trial (rep=2, index=0): None
24.6391 	DATA 	Keypress: f
24.6427 	EXP 	text_2: autoDraw = False
24.6427 	EXP 	text_4: color = 'pink (named)'
24.6427 	EXP 	target_image: pos = array([-0.17295,  0.     ])
24.6427 	EXP 	target_image: size = array([0.17295, 0.17295])
24.6427 	EXP 	target_image: image = 'Stimuli/eumu.png'
24.6427 	EXP 	text_4: autoDraw = True
24.6427 	EXP 	target_image: autoDraw = True
24.8436 	EXP 	text_4: autoDraw = False
24.8436 	EXP 	target_image: autoDraw = False
24.8436 	EXP 	text_4: autoDraw = False
24.8436 	EXP 	target_image: autoDraw = False
24.8436 	EXP 	text: color = 'pink (named)'
24.8436 	EXP 	text: autoDraw = True
25.1432 	EXP 	text: autoDraw = False
25.1432 	EXP 	text_5: color = 'pink (named)'
25.1432 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
25.1432 	EXP 	probe_image: size = array([0.17295, 0.17295])
25.1432 	EXP 	probe_image: image = 'Stimuli/edmd.png'
25.1432 	EXP 	text_5: autoDraw = True
25.1432 	EXP 	probe_image: autoDraw = True
25.3457 	EXP 	text_5: autoDraw = False
25.3457 	EXP 	probe_image: autoDraw = False
25.3457 	EXP 	text_5: autoDraw = False
25.3457 	EXP 	probe_image: autoDraw = False
25.3457 	EXP 	text_2: color = 'pink (named)'
25.3457 	EXP 	text_2: autoDraw = True
25.4800 	EXP 	New trial (rep=3, index=0): None
25.4885 	DATA 	Keypress: f
25.4926 	EXP 	text_2: autoDraw = False
25.4926 	EXP 	text_4: color = 'pink (named)'
25.4926 	EXP 	target_image: pos = array([-0.17295,  0.     ])
25.4926 	EXP 	target_image: size = array([0.17295, 0.17295])
25.4926 	EXP 	target_image: image = 'Stimuli/edmd.png'
25.4926 	EXP 	text_4: autoDraw = True
25.4926 	EXP 	target_image: autoDraw = True
25.6934 	EXP 	text_4: autoDraw = False
25.6934 	EXP 	target_image: autoDraw = False
25.6934 	EXP 	text_4: autoDraw = False
25.6934 	EXP 	target_image: autoDraw = False
25.6934 	EXP 	text: color = 'pink (named)'
25.6934 	EXP 	text: autoDraw = True
25.9929 	EXP 	text: autoDraw = False
25.9929 	EXP 	text: autoDraw = False
25.9929 	EXP 	text_5: color = 'pink (named)'
25.9929 	EXP 	probe_image: pos = array([-0.17295,  0.     ])
25.9929 	EXP 	probe_image: size = array([0.17295, 0.17295])
25.9929 	EXP 	probe_image: image = 'Stimuli/edmd.png'
25.9929 	EXP 	text_5: autoDraw = True
25.9929 	EXP 	probe_image: autoDraw = True
25.9950 	DATA 	Keypress: escape
26.1934 	EXP 	text_5: autoDraw = False
26.1934 	EXP 	probe_image: autoDraw = False
26.1934 	EXP 	text_5: autoDraw = False
26.1934 	EXP 	probe_image: autoDraw = False
26.1934 	EXP 	text_2: color = 'pink (named)'
26.1934 	EXP 	text_2: autoDraw = True
27.2174 	DATA 	Keypress: escape
27.5702 	EXP 	window1: mouseVisible = True
27.5703 	DEBUG 	Saving data for configural_featural ExperimentHandler
27.5712 	INFO 	saved data to /Users/sophia/Documents/PycharmProjects/Configural_Featural_Study/data/code_configural_featural_2020_Oct_26_1139.psydat
27.5719 	INFO 	saved data to '/Users/sophia/Documents/PycharmProjects/Configural_Featural_Study/data/code_configural_featural_2020_Oct_26_1139.csv'
